uid,domain_group,domain_method
tkf6xdn8,domain_07,kmeans_standardized_geometry_v1
wwiif86l,domain_07,kmeans_standardized_geometry_v1
thet25lz,domain_07,kmeans_standardized_geometry_v1
se99f77l,domain_07,kmeans_standardized_geometry_v1
u8el5015,domain_07,kmeans_standardized_geometry_v1
oop767j2,domain_07,kmeans_standardized_geometry_v1
dg1wjuii,domain_07,kmeans_standardized_geometry_v1
ymyrsvzn,domain_07,kmeans_standardized_geometry_v1
4regb1aj,domain_07,kmeans_standardized_geometry_v1
o091c795,domain_07,kmeans_standardized_geometry_v1
rlqiob0n,domain_07,kmeans_standardized_geometry_v1
lw0vs52s,domain_07,kmeans_standardized_geometry_v1
q3b9so0u,domain_07,kmeans_standardized_geometry_v1
swbkok3q,domain_07,kmeans_standardized_geometry_v1
pwbsf3q0,domain_07,kmeans_standardized_geometry_v1
e27zeoqg,domain_07,kmeans_standardized_geometry_v1
vzhqjy62,domain_07,kmeans_standardized_geometry_v1
zeeqnsn2,domain_07,kmeans_standardized_geometry_v1
s8nn16ux,domain_07,kmeans_standardized_geometry_v1
f5gzpl1q,domain_07,kmeans_standardized_geometry_v1
weehwjq4,domain_07,kmeans_standardized_geometry_v1
ta5ivroc,domain_07,kmeans_standardized_geometry_v1
vitwu3bf,domain_07,kmeans_standardized_geometry_v1
xb4y4k7b,domain_07,kmeans_standardized_geometry_v1
pgyvyv2g,domain_07,kmeans_standardized_geometry_v1
qu7dknnc,domain_07,kmeans_standardized_geometry_v1
ptkezjss,domain_07,kmeans_standardized_geometry_v1
zwd0w9ry,domain_07,kmeans_standardized_geometry_v1
79kvls9m,domain_07,kmeans_standardized_geometry_v1
euswrgvz,domain_07,kmeans_standardized_geometry_v1
9aawe429,domain_07,kmeans_standardized_geometry_v1
omuwahk2,domain_07,kmeans_standardized_geometry_v1
lslaym0w,domain_07,kmeans_standardized_geometry_v1
bglmy62x,domain_07,kmeans_standardized_geometry_v1
rw6tm2o0,domain_07,kmeans_standardized_geometry_v1
4k0lthy2,domain_07,kmeans_standardized_geometry_v1
5m8kb9w4,domain_07,kmeans_standardized_geometry_v1
uov51zlb,domain_07,kmeans_standardized_geometry_v1
oriq8hke,domain_07,kmeans_standardized_geometry_v1
226parsg,domain_07,kmeans_standardized_geometry_v1
70s1f537,domain_07,kmeans_standardized_geometry_v1
ye0qzsa7,domain_07,kmeans_standardized_geometry_v1
yvdqbsxl,domain_07,kmeans_standardized_geometry_v1
ul6lgjlp,domain_07,kmeans_standardized_geometry_v1
efjawshm,domain_07,kmeans_standardized_geometry_v1
lfzkicwm,domain_07,kmeans_standardized_geometry_v1
peqydbpg,domain_07,kmeans_standardized_geometry_v1
vv4zwl3z,domain_07,kmeans_standardized_geometry_v1
yt91qe37,domain_07,kmeans_standardized_geometry_v1
qqyzqii4,domain_07,kmeans_standardized_geometry_v1
w6ozx25q,domain_07,kmeans_standardized_geometry_v1
brmqg1ve,domain_07,kmeans_standardized_geometry_v1
d32lx2to,domain_07,kmeans_standardized_geometry_v1
owt9nm3v,domain_07,kmeans_standardized_geometry_v1
2p2tixc7,domain_07,kmeans_standardized_geometry_v1
urvqt3g8,domain_07,kmeans_standardized_geometry_v1
cd31nrxd,domain_07,kmeans_standardized_geometry_v1
356wafft,domain_07,kmeans_standardized_geometry_v1
ouhylu6k,domain_07,kmeans_standardized_geometry_v1
7p9mda9o,domain_07,kmeans_standardized_geometry_v1
ekntbz3m,domain_07,kmeans_standardized_geometry_v1
55izolnn,domain_07,kmeans_standardized_geometry_v1
txrgn74f,domain_07,kmeans_standardized_geometry_v1
9yecazrp,domain_07,kmeans_standardized_geometry_v1
9dxoq2vp,domain_07,kmeans_standardized_geometry_v1
gstqmgvu,domain_07,kmeans_standardized_geometry_v1
4isotn9u,domain_07,kmeans_standardized_geometry_v1
zeryf099,domain_07,kmeans_standardized_geometry_v1
2qc6dr08,domain_07,kmeans_standardized_geometry_v1
cw2lbm2q,domain_07,kmeans_standardized_geometry_v1
sq0p82kb,domain_07,kmeans_standardized_geometry_v1
700ucrgb,domain_07,kmeans_standardized_geometry_v1
93wkcs4k,domain_07,kmeans_standardized_geometry_v1
ek4aegvf,domain_07,kmeans_standardized_geometry_v1
q3jzr25m,domain_07,kmeans_standardized_geometry_v1
df7fr91i,domain_07,kmeans_standardized_geometry_v1
pwh0mx1e,domain_07,kmeans_standardized_geometry_v1
gok01tnz,domain_07,kmeans_standardized_geometry_v1
rf5a7qy8,domain_07,kmeans_standardized_geometry_v1
yb7w8p74,domain_07,kmeans_standardized_geometry_v1
mjdxo100,domain_07,kmeans_standardized_geometry_v1
vhmygty3,domain_07,kmeans_standardized_geometry_v1
addqhkga,domain_07,kmeans_standardized_geometry_v1
d7x48wze,domain_07,kmeans_standardized_geometry_v1
4ex6u86z,domain_07,kmeans_standardized_geometry_v1
jq7w7jp6,domain_07,kmeans_standardized_geometry_v1
1lfc1nlc,domain_07,kmeans_standardized_geometry_v1
8jpr7vgr,domain_07,kmeans_standardized_geometry_v1
f1hx6zdc,domain_07,kmeans_standardized_geometry_v1
ujq6fx7x,domain_07,kmeans_standardized_geometry_v1
jz6us7rp,domain_07,kmeans_standardized_geometry_v1
422ta83r,domain_07,kmeans_standardized_geometry_v1
t8cq1xgb,domain_00,kmeans_standardized_geometry_v1
ngz6wmdw,domain_00,kmeans_standardized_geometry_v1
0fgzvrct,domain_00,kmeans_standardized_geometry_v1
lt4q9bc2,domain_00,kmeans_standardized_geometry_v1
be3yqy5f,domain_00,kmeans_standardized_geometry_v1
u7bfxq7b,domain_00,kmeans_standardized_geometry_v1
zegbl2qg,domain_00,kmeans_standardized_geometry_v1
v3dr2h2p,domain_00,kmeans_standardized_geometry_v1
39yl9ue4,domain_00,kmeans_standardized_geometry_v1
21vmefoz,domain_00,kmeans_standardized_geometry_v1
tp7bd4w1,domain_00,kmeans_standardized_geometry_v1
aragdx5o,domain_00,kmeans_standardized_geometry_v1
31yhxso7,domain_00,kmeans_standardized_geometry_v1
vbgr8w2m,domain_00,kmeans_standardized_geometry_v1
aietdn1t,domain_00,kmeans_standardized_geometry_v1
h1xjg2y8,domain_00,kmeans_standardized_geometry_v1
rgybxkpm,domain_00,kmeans_standardized_geometry_v1
21b07g2r,domain_00,kmeans_standardized_geometry_v1
e6zvlhyl,domain_00,kmeans_standardized_geometry_v1
2ld05nhq,domain_00,kmeans_standardized_geometry_v1
r6f7qnez,domain_00,kmeans_standardized_geometry_v1
w9heyce4,domain_00,kmeans_standardized_geometry_v1
qgm5v2ww,domain_00,kmeans_standardized_geometry_v1
g84d4r9v,domain_00,kmeans_standardized_geometry_v1
4k00ilu6,domain_00,kmeans_standardized_geometry_v1
vfua9bq1,domain_00,kmeans_standardized_geometry_v1
btr23qiu,domain_00,kmeans_standardized_geometry_v1
a08ekxdr,domain_00,kmeans_standardized_geometry_v1
kz40aq15,domain_00,kmeans_standardized_geometry_v1
o2nqw4c6,domain_00,kmeans_standardized_geometry_v1
lbpj8t22,domain_00,kmeans_standardized_geometry_v1
c50b8y5d,domain_00,kmeans_standardized_geometry_v1
nwnguczh,domain_00,kmeans_standardized_geometry_v1
9ier7u8h,domain_00,kmeans_standardized_geometry_v1
0imjyjcm,domain_00,kmeans_standardized_geometry_v1
rsezytkw,domain_00,kmeans_standardized_geometry_v1
2837c6qc,domain_00,kmeans_standardized_geometry_v1
6k8djzr5,domain_00,kmeans_standardized_geometry_v1
swk8temp,domain_00,kmeans_standardized_geometry_v1
xkc5i8xo,domain_00,kmeans_standardized_geometry_v1
mxlvz4qk,domain_00,kmeans_standardized_geometry_v1
e2gjr81b,domain_00,kmeans_standardized_geometry_v1
mqf7zk94,domain_00,kmeans_standardized_geometry_v1
yxfiblej,domain_00,kmeans_standardized_geometry_v1
gublmntf,domain_00,kmeans_standardized_geometry_v1
k7orfqla,domain_00,kmeans_standardized_geometry_v1
09lzrk79,domain_00,kmeans_standardized_geometry_v1
ufu6py06,domain_00,kmeans_standardized_geometry_v1
ftlo4qdb,domain_00,kmeans_standardized_geometry_v1
xvh7katq,domain_00,kmeans_standardized_geometry_v1
ydshlv76,domain_00,kmeans_standardized_geometry_v1
mf4nnkm9,domain_00,kmeans_standardized_geometry_v1
5d0p92k3,domain_00,kmeans_standardized_geometry_v1
8p6fvdhr,domain_00,kmeans_standardized_geometry_v1
59c81do6,domain_00,kmeans_standardized_geometry_v1
ouz1egnt,domain_00,kmeans_standardized_geometry_v1
b34kuqaa,domain_00,kmeans_standardized_geometry_v1
j84rx6pr,domain_00,kmeans_standardized_geometry_v1
yiej9c0u,domain_00,kmeans_standardized_geometry_v1
u5wryesu,domain_00,kmeans_standardized_geometry_v1
4fcl5efj,domain_00,kmeans_standardized_geometry_v1
p6mkt7s1,domain_00,kmeans_standardized_geometry_v1
gd1t53yk,domain_00,kmeans_standardized_geometry_v1
yydu3asn,domain_00,kmeans_standardized_geometry_v1
rm6dfhg6,domain_00,kmeans_standardized_geometry_v1
w3stt1eq,domain_00,kmeans_standardized_geometry_v1
c37rln36,domain_00,kmeans_standardized_geometry_v1
v1mzb3i4,domain_00,kmeans_standardized_geometry_v1
fieecy2c,domain_00,kmeans_standardized_geometry_v1
11bd2sce,domain_00,kmeans_standardized_geometry_v1
jcy127h6,domain_00,kmeans_standardized_geometry_v1
gmd478mf,domain_00,kmeans_standardized_geometry_v1
s0iuduah,domain_00,kmeans_standardized_geometry_v1
gk6t9dhs,domain_00,kmeans_standardized_geometry_v1
znvp8gmn,domain_00,kmeans_standardized_geometry_v1
hie9ede1,domain_00,kmeans_standardized_geometry_v1
zublekvl,domain_00,kmeans_standardized_geometry_v1
9ptk4gc4,domain_00,kmeans_standardized_geometry_v1
ryg9rdpx,domain_00,kmeans_standardized_geometry_v1
dfovd79c,domain_00,kmeans_standardized_geometry_v1
9mv9e40k,domain_00,kmeans_standardized_geometry_v1
zuj2xorv,domain_00,kmeans_standardized_geometry_v1
ork1djrw,domain_00,kmeans_standardized_geometry_v1
edbcy8ny,domain_00,kmeans_standardized_geometry_v1
fwdc112h,domain_00,kmeans_standardized_geometry_v1
xrjm4t8b,domain_00,kmeans_standardized_geometry_v1
p6nlnqbu,domain_00,kmeans_standardized_geometry_v1
4kzrezrd,domain_00,kmeans_standardized_geometry_v1
yxyur4so,domain_00,kmeans_standardized_geometry_v1
r8wm9lbb,domain_00,kmeans_standardized_geometry_v1
4m0a6mdm,domain_00,kmeans_standardized_geometry_v1
mmxixv6c,domain_00,kmeans_standardized_geometry_v1
kmalq5u6,domain_00,kmeans_standardized_geometry_v1
jzv9nou3,domain_00,kmeans_standardized_geometry_v1
dyms1mwn,domain_00,kmeans_standardized_geometry_v1
pr424tkb,domain_00,kmeans_standardized_geometry_v1
9oi0d4dm,domain_00,kmeans_standardized_geometry_v1
c2rh2xk2,domain_00,kmeans_standardized_geometry_v1
pthowq1g,domain_00,kmeans_standardized_geometry_v1
az5uh80q,domain_00,kmeans_standardized_geometry_v1
7tw1puws,domain_00,kmeans_standardized_geometry_v1
nffykpl3,domain_00,kmeans_standardized_geometry_v1
cho3xjvo,domain_00,kmeans_standardized_geometry_v1
egi3qupx,domain_00,kmeans_standardized_geometry_v1
bfej2xg4,domain_00,kmeans_standardized_geometry_v1
8ra4dv56,domain_00,kmeans_standardized_geometry_v1
onxd70fe,domain_00,kmeans_standardized_geometry_v1
07s387j5,domain_00,kmeans_standardized_geometry_v1
ie3lvo0i,domain_00,kmeans_standardized_geometry_v1
pfg8pjvr,domain_00,kmeans_standardized_geometry_v1
n8lpy857,domain_00,kmeans_standardized_geometry_v1
nz3a8v4x,domain_00,kmeans_standardized_geometry_v1
7y2itl8n,domain_00,kmeans_standardized_geometry_v1
3e54n6o9,domain_00,kmeans_standardized_geometry_v1
jd3ih66w,domain_00,kmeans_standardized_geometry_v1
51ob537q,domain_00,kmeans_standardized_geometry_v1
o4z533zs,domain_00,kmeans_standardized_geometry_v1
mv30qabx,domain_00,kmeans_standardized_geometry_v1
w2eowlcf,domain_00,kmeans_standardized_geometry_v1
s8314y2l,domain_00,kmeans_standardized_geometry_v1
r0jy32ho,domain_00,kmeans_standardized_geometry_v1
g585i87x,domain_00,kmeans_standardized_geometry_v1
w69hzgop,domain_00,kmeans_standardized_geometry_v1
jdn8ezp7,domain_00,kmeans_standardized_geometry_v1
qyezg52k,domain_00,kmeans_standardized_geometry_v1
re4v9kyp,domain_00,kmeans_standardized_geometry_v1
ofkjw6ny,domain_00,kmeans_standardized_geometry_v1
qaelyyzz,domain_00,kmeans_standardized_geometry_v1
0jdcli69,domain_00,kmeans_standardized_geometry_v1
78v0bjwk,domain_00,kmeans_standardized_geometry_v1
on8uujs7,domain_00,kmeans_standardized_geometry_v1
5eltfebe,domain_00,kmeans_standardized_geometry_v1
5407k5w1,domain_00,kmeans_standardized_geometry_v1
jl6l91f4,domain_00,kmeans_standardized_geometry_v1
x2bfibjz,domain_00,kmeans_standardized_geometry_v1
p97bmzrr,domain_00,kmeans_standardized_geometry_v1
45ed5ggs,domain_00,kmeans_standardized_geometry_v1
j6vv8suo,domain_00,kmeans_standardized_geometry_v1
c1y5ayyo,domain_00,kmeans_standardized_geometry_v1
v84fc3xq,domain_00,kmeans_standardized_geometry_v1
8va8x8l0,domain_00,kmeans_standardized_geometry_v1
08uhbxlb,domain_00,kmeans_standardized_geometry_v1
c8nog85d,domain_00,kmeans_standardized_geometry_v1
4f2k1xer,domain_00,kmeans_standardized_geometry_v1
p3lyex3s,domain_00,kmeans_standardized_geometry_v1
r5rup13w,domain_00,kmeans_standardized_geometry_v1
ppbmqiyf,domain_00,kmeans_standardized_geometry_v1
rwskp6rf,domain_00,kmeans_standardized_geometry_v1
e64skbcb,domain_00,kmeans_standardized_geometry_v1
dpdxujjc,domain_00,kmeans_standardized_geometry_v1
sexggoc5,domain_00,kmeans_standardized_geometry_v1
kvqywj85,domain_00,kmeans_standardized_geometry_v1
gg0v5dta,domain_00,kmeans_standardized_geometry_v1
egry58vr,domain_00,kmeans_standardized_geometry_v1
w9myyoke,domain_00,kmeans_standardized_geometry_v1
aea84hxx,domain_00,kmeans_standardized_geometry_v1
pw2gkqra,domain_00,kmeans_standardized_geometry_v1
ffz8q4vh,domain_00,kmeans_standardized_geometry_v1
u4bawz94,domain_00,kmeans_standardized_geometry_v1
0vtkrrvw,domain_00,kmeans_standardized_geometry_v1
y3rztplc,domain_00,kmeans_standardized_geometry_v1
6prr7mza,domain_00,kmeans_standardized_geometry_v1
kgmih6mv,domain_00,kmeans_standardized_geometry_v1
4xekz83y,domain_00,kmeans_standardized_geometry_v1
0224wk0y,domain_00,kmeans_standardized_geometry_v1
ehvdo9kh,domain_00,kmeans_standardized_geometry_v1
ba5mf36b,domain_00,kmeans_standardized_geometry_v1
cpweijmm,domain_00,kmeans_standardized_geometry_v1
b5jfysyz,domain_00,kmeans_standardized_geometry_v1
7pq4ddv2,domain_00,kmeans_standardized_geometry_v1
83bdw56f,domain_00,kmeans_standardized_geometry_v1
kps0dxme,domain_00,kmeans_standardized_geometry_v1
4po1i3ms,domain_00,kmeans_standardized_geometry_v1
dn1mxf1p,domain_00,kmeans_standardized_geometry_v1
i2ooq42n,domain_00,kmeans_standardized_geometry_v1
bfa37dl9,domain_00,kmeans_standardized_geometry_v1
fc1xx6cw,domain_00,kmeans_standardized_geometry_v1
zxskoytk,domain_00,kmeans_standardized_geometry_v1
06akt7zq,domain_00,kmeans_standardized_geometry_v1
ht2xz52o,domain_00,kmeans_standardized_geometry_v1
hkbm00e9,domain_00,kmeans_standardized_geometry_v1
kdts1fb2,domain_00,kmeans_standardized_geometry_v1
vi109dcn,domain_00,kmeans_standardized_geometry_v1
wmbxek0q,domain_00,kmeans_standardized_geometry_v1
929u6wtv,domain_00,kmeans_standardized_geometry_v1
mk2zyzsi,domain_00,kmeans_standardized_geometry_v1
lu3ndz3c,domain_00,kmeans_standardized_geometry_v1
c5rqnsvs,domain_00,kmeans_standardized_geometry_v1
ojrpp7r9,domain_00,kmeans_standardized_geometry_v1
3fezez5e,domain_00,kmeans_standardized_geometry_v1
hr07n8vo,domain_00,kmeans_standardized_geometry_v1
eubfn9kr,domain_00,kmeans_standardized_geometry_v1
2fvb66h3,domain_00,kmeans_standardized_geometry_v1
rem5puu6,domain_00,kmeans_standardized_geometry_v1
2rzv1sqq,domain_00,kmeans_standardized_geometry_v1
q5l2xoio,domain_00,kmeans_standardized_geometry_v1
t860x5zu,domain_00,kmeans_standardized_geometry_v1
2zueugwu,domain_00,kmeans_standardized_geometry_v1
bugr6e7g,domain_00,kmeans_standardized_geometry_v1
a2iz5p3v,domain_00,kmeans_standardized_geometry_v1
ob5apo4l,domain_00,kmeans_standardized_geometry_v1
jedgfjdl,domain_00,kmeans_standardized_geometry_v1
ogwlacol,domain_00,kmeans_standardized_geometry_v1
oln3eh1v,domain_00,kmeans_standardized_geometry_v1
r1necqor,domain_00,kmeans_standardized_geometry_v1
oi5j8yit,domain_00,kmeans_standardized_geometry_v1
2kodwh8n,domain_00,kmeans_standardized_geometry_v1
92tp6qaq,domain_00,kmeans_standardized_geometry_v1
3k8a7rv4,domain_00,kmeans_standardized_geometry_v1
nmwvsb0u,domain_00,kmeans_standardized_geometry_v1
koefukpv,domain_00,kmeans_standardized_geometry_v1
8lymj1qi,domain_00,kmeans_standardized_geometry_v1
9mqvayxa,domain_00,kmeans_standardized_geometry_v1
r6yo6z1t,domain_00,kmeans_standardized_geometry_v1
2xcb3yym,domain_00,kmeans_standardized_geometry_v1
33mg1zaq,domain_00,kmeans_standardized_geometry_v1
7qhak7md,domain_00,kmeans_standardized_geometry_v1
wkzirnk6,domain_00,kmeans_standardized_geometry_v1
zhh3o5ur,domain_00,kmeans_standardized_geometry_v1
txuyucec,domain_00,kmeans_standardized_geometry_v1
juis2gy9,domain_00,kmeans_standardized_geometry_v1
ytjuq7x7,domain_00,kmeans_standardized_geometry_v1
b7p9jyqn,domain_00,kmeans_standardized_geometry_v1
15ikpqah,domain_00,kmeans_standardized_geometry_v1
cua09pci,domain_00,kmeans_standardized_geometry_v1
flwdr3vw,domain_00,kmeans_standardized_geometry_v1
mjdimbm2,domain_00,kmeans_standardized_geometry_v1
71w1wudc,domain_00,kmeans_standardized_geometry_v1
bl4ce7pk,domain_00,kmeans_standardized_geometry_v1
wcyuknd1,domain_00,kmeans_standardized_geometry_v1
ivxan25w,domain_00,kmeans_standardized_geometry_v1
m72qlgdv,domain_00,kmeans_standardized_geometry_v1
c2guwjp0,domain_00,kmeans_standardized_geometry_v1
qi2clp81,domain_00,kmeans_standardized_geometry_v1
l51flmna,domain_00,kmeans_standardized_geometry_v1
vycs44ph,domain_00,kmeans_standardized_geometry_v1
h62myz9v,domain_00,kmeans_standardized_geometry_v1
lu8wpfq2,domain_00,kmeans_standardized_geometry_v1
bhaiiwi0,domain_00,kmeans_standardized_geometry_v1
8l0hg9nc,domain_00,kmeans_standardized_geometry_v1
bekgv1bb,domain_00,kmeans_standardized_geometry_v1
hg5zmtga,domain_00,kmeans_standardized_geometry_v1
46ayn2d7,domain_00,kmeans_standardized_geometry_v1
ki3x7995,domain_00,kmeans_standardized_geometry_v1
5cf72gnn,domain_00,kmeans_standardized_geometry_v1
v9ibwgt2,domain_00,kmeans_standardized_geometry_v1
lb25485h,domain_00,kmeans_standardized_geometry_v1
cqxcs1xs,domain_00,kmeans_standardized_geometry_v1
rqlnzzrj,domain_00,kmeans_standardized_geometry_v1
o7vbhh5o,domain_00,kmeans_standardized_geometry_v1
l5u7nted,domain_00,kmeans_standardized_geometry_v1
qmvqwpqo,domain_00,kmeans_standardized_geometry_v1
2lngixmc,domain_00,kmeans_standardized_geometry_v1
4sx27dcb,domain_00,kmeans_standardized_geometry_v1
om2zkf5b,domain_06,kmeans_standardized_geometry_v1
1sa3y5t3,domain_06,kmeans_standardized_geometry_v1
7szpf9s9,domain_06,kmeans_standardized_geometry_v1
ehwhg0u4,domain_06,kmeans_standardized_geometry_v1
3qlx3f2x,domain_06,kmeans_standardized_geometry_v1
hdcv4bkt,domain_06,kmeans_standardized_geometry_v1
cv1ltwbj,domain_06,kmeans_standardized_geometry_v1
9uu2bl7a,domain_06,kmeans_standardized_geometry_v1
mkoh109z,domain_06,kmeans_standardized_geometry_v1
do0d3fvn,domain_06,kmeans_standardized_geometry_v1
v4kfq5dz,domain_06,kmeans_standardized_geometry_v1
53x1f8s0,domain_06,kmeans_standardized_geometry_v1
x7m2mm4p,domain_06,kmeans_standardized_geometry_v1
61nhvcfw,domain_06,kmeans_standardized_geometry_v1
r2f5t82d,domain_06,kmeans_standardized_geometry_v1
dl7fkndg,domain_06,kmeans_standardized_geometry_v1
1jrj5xfe,domain_06,kmeans_standardized_geometry_v1
ub4o47en,domain_06,kmeans_standardized_geometry_v1
48nysj5y,domain_06,kmeans_standardized_geometry_v1
wx0i3a4k,domain_06,kmeans_standardized_geometry_v1
focnqdqx,domain_06,kmeans_standardized_geometry_v1
6qd0771h,domain_06,kmeans_standardized_geometry_v1
ll9rzrkb,domain_06,kmeans_standardized_geometry_v1
fqxlbvn7,domain_06,kmeans_standardized_geometry_v1
nprb58yj,domain_06,kmeans_standardized_geometry_v1
wdcokz5s,domain_06,kmeans_standardized_geometry_v1
yj3d6m1f,domain_06,kmeans_standardized_geometry_v1
mpryfzmy,domain_06,kmeans_standardized_geometry_v1
oa2vcywl,domain_06,kmeans_standardized_geometry_v1
9700lfqf,domain_06,kmeans_standardized_geometry_v1
5e8osaq3,domain_06,kmeans_standardized_geometry_v1
eq8dh9pt,domain_06,kmeans_standardized_geometry_v1
fnm88ua3,domain_06,kmeans_standardized_geometry_v1
a6s5zxqo,domain_06,kmeans_standardized_geometry_v1
mts1egpg,domain_06,kmeans_standardized_geometry_v1
vtn4ypkw,domain_06,kmeans_standardized_geometry_v1
7493dxwo,domain_06,kmeans_standardized_geometry_v1
r17dpubk,domain_06,kmeans_standardized_geometry_v1
piqnhqe8,domain_06,kmeans_standardized_geometry_v1
6o3z0ani,domain_06,kmeans_standardized_geometry_v1
k5j42oi6,domain_06,kmeans_standardized_geometry_v1
oafn33vm,domain_06,kmeans_standardized_geometry_v1
89i9gx32,domain_06,kmeans_standardized_geometry_v1
uew9g6sp,domain_06,kmeans_standardized_geometry_v1
d2sw24wj,domain_06,kmeans_standardized_geometry_v1
t8hdpwvb,domain_06,kmeans_standardized_geometry_v1
z7cn0eqw,domain_06,kmeans_standardized_geometry_v1
mi6kti22,domain_06,kmeans_standardized_geometry_v1
1xj7wwud,domain_06,kmeans_standardized_geometry_v1
qvdk6drn,domain_06,kmeans_standardized_geometry_v1
4orac8cy,domain_06,kmeans_standardized_geometry_v1
nl63gagu,domain_06,kmeans_standardized_geometry_v1
vb99rwtf,domain_06,kmeans_standardized_geometry_v1
07gbasf5,domain_06,kmeans_standardized_geometry_v1
ehlh07jr,domain_06,kmeans_standardized_geometry_v1
8mtk0rso,domain_06,kmeans_standardized_geometry_v1
ggy5kov1,domain_06,kmeans_standardized_geometry_v1
l28r5p03,domain_06,kmeans_standardized_geometry_v1
wvpunwcg,domain_06,kmeans_standardized_geometry_v1
bsvk3x8m,domain_06,kmeans_standardized_geometry_v1
bgl2mcxn,domain_06,kmeans_standardized_geometry_v1
2elalq26,domain_06,kmeans_standardized_geometry_v1
unvsdkv5,domain_06,kmeans_standardized_geometry_v1
4c6p1llh,domain_06,kmeans_standardized_geometry_v1
2r9pegln,domain_06,kmeans_standardized_geometry_v1
ukx496k4,domain_06,kmeans_standardized_geometry_v1
o67bxcd2,domain_06,kmeans_standardized_geometry_v1
0j1oulwo,domain_06,kmeans_standardized_geometry_v1
zq48enwb,domain_06,kmeans_standardized_geometry_v1
badlypgg,domain_06,kmeans_standardized_geometry_v1
6n6975j2,domain_06,kmeans_standardized_geometry_v1
d8clw3jg,domain_06,kmeans_standardized_geometry_v1
eqe5158o,domain_06,kmeans_standardized_geometry_v1
qesux9l0,domain_06,kmeans_standardized_geometry_v1
ijkcu5x0,domain_06,kmeans_standardized_geometry_v1
hc8cah3g,domain_06,kmeans_standardized_geometry_v1
dhvs41lq,domain_06,kmeans_standardized_geometry_v1
fs6hn95s,domain_06,kmeans_standardized_geometry_v1
2gkfl5xf,domain_06,kmeans_standardized_geometry_v1
50i6gbxq,domain_06,kmeans_standardized_geometry_v1
j7dpfssb,domain_06,kmeans_standardized_geometry_v1
jdx0pkov,domain_06,kmeans_standardized_geometry_v1
trpyx8hb,domain_06,kmeans_standardized_geometry_v1
bjcdiwzo,domain_06,kmeans_standardized_geometry_v1
d05jh2mk,domain_06,kmeans_standardized_geometry_v1
v0dszrk6,domain_06,kmeans_standardized_geometry_v1
ilcg6far,domain_06,kmeans_standardized_geometry_v1
mgjcy4v8,domain_06,kmeans_standardized_geometry_v1
urid3u94,domain_06,kmeans_standardized_geometry_v1
sgfdk0q0,domain_06,kmeans_standardized_geometry_v1
9jrnamz6,domain_06,kmeans_standardized_geometry_v1
146vey0a,domain_06,kmeans_standardized_geometry_v1
94xfri09,domain_06,kmeans_standardized_geometry_v1
m0g8w85y,domain_06,kmeans_standardized_geometry_v1
6q8sjy5o,domain_06,kmeans_standardized_geometry_v1
p9lbsmwp,domain_06,kmeans_standardized_geometry_v1
q82k8ryq,domain_06,kmeans_standardized_geometry_v1
f8wxkk2a,domain_06,kmeans_standardized_geometry_v1
bkvblpxa,domain_06,kmeans_standardized_geometry_v1
jmk4x1fd,domain_06,kmeans_standardized_geometry_v1
j9hvchrm,domain_06,kmeans_standardized_geometry_v1
3wp8djkl,domain_06,kmeans_standardized_geometry_v1
uyluyhet,domain_06,kmeans_standardized_geometry_v1
kduwtn5p,domain_06,kmeans_standardized_geometry_v1
epl7zqpp,domain_06,kmeans_standardized_geometry_v1
oau8p1wk,domain_06,kmeans_standardized_geometry_v1
isetuk1o,domain_06,kmeans_standardized_geometry_v1
oa35qbb3,domain_06,kmeans_standardized_geometry_v1
xmdkrlc0,domain_06,kmeans_standardized_geometry_v1
y0bhf0ri,domain_06,kmeans_standardized_geometry_v1
y4kl9ary,domain_06,kmeans_standardized_geometry_v1
eavedhr3,domain_06,kmeans_standardized_geometry_v1
pceo934t,domain_06,kmeans_standardized_geometry_v1
3y4wpwg3,domain_06,kmeans_standardized_geometry_v1
xg0trky8,domain_06,kmeans_standardized_geometry_v1
ryozdppb,domain_06,kmeans_standardized_geometry_v1
quakx6wb,domain_06,kmeans_standardized_geometry_v1
68q0j9m4,domain_06,kmeans_standardized_geometry_v1
smzocxmz,domain_06,kmeans_standardized_geometry_v1
mz2k1ko6,domain_06,kmeans_standardized_geometry_v1
xnqxu71s,domain_06,kmeans_standardized_geometry_v1
el8mwob4,domain_06,kmeans_standardized_geometry_v1
fdd7r193,domain_06,kmeans_standardized_geometry_v1
0i6g61pc,domain_06,kmeans_standardized_geometry_v1
we4c1v47,domain_06,kmeans_standardized_geometry_v1
lzn9uhjp,domain_06,kmeans_standardized_geometry_v1
khf33guw,domain_06,kmeans_standardized_geometry_v1
yh36motc,domain_06,kmeans_standardized_geometry_v1
g06xr3ur,domain_06,kmeans_standardized_geometry_v1
mwuecpnc,domain_06,kmeans_standardized_geometry_v1
c2keivli,domain_06,kmeans_standardized_geometry_v1
77jzc58c,domain_06,kmeans_standardized_geometry_v1
u47soczd,domain_06,kmeans_standardized_geometry_v1
q7jbmjm1,domain_06,kmeans_standardized_geometry_v1
ft07x5ic,domain_06,kmeans_standardized_geometry_v1
86z1b98v,domain_06,kmeans_standardized_geometry_v1
wct8jbbs,domain_06,kmeans_standardized_geometry_v1
xpk48ab1,domain_06,kmeans_standardized_geometry_v1
3t4y0tb1,domain_06,kmeans_standardized_geometry_v1
